UF,MG
Cidade,SAO GOTARDO
Nome Posto,SAO GOTARDO
Latitude,-19.31527777777778
Longitude,-46.044444444444444
Codigo,1946009
Qtd. Anos,46
Ano,Maxima
1974,41.5
1975,56.5
1976,67
1977,65.5
1978,103.2
1979,82.6
1980,100.8
1981,76.6
1982,95.8
1983,100.3
1984,49.5
1985,78
1986,62
1987,78
1988,64
1989,87
1990,75.5
1991,81.5
1992,113
1993,83
1994,95.5
1995,87.2
1996,85
1997,115.4
1998,58.8
1999,79.5
2000,103
2001,68.9
2002,57.1
2003,48.2
2004,136.3
2005,74.8
2006,118.3
2007,64
2008,78.4
2009,116
2010,68.8
2011,118.4
2012,57.3
2013,59.9
2014,53.7
2015,69.3
2016,91
2017,98.5
2018,67.3
2019,65.1
