UF,MG
Cidade,BAEPENDI
Nome Posto,BAEPENDI
Latitude,-21.95111111111111
Longitude,-44.876111111111115
Codigo,2144004
Qtd. Anos,79
Ano,Maxima
1941,43
1942,56.8
1943,114.4
1944,56.3
1945,72
1946,46
1947,68.6
1948,64
1949,53.6
1950,88
1951,96
1952,64.6
1953,62
1954,54.2
1955,44.7
1956,52.7
1957,71.3
1958,31.2
1959,21.1
1960,30.2
1961,43
1962,62.2
1963,39
1964,78
1965,66.2
1966,82
1967,41
1968,57.6
1969,151.4
1970,31.3
1971,42
1972,67
1973,104.4
1974,73.8
1975,54.6
1976,79.2
1977,70.4
1978,92.2
1979,72.3
1980,74.3
1981,76.2
1982,93.2
1983,85
1984,54.5
1985,65.8
1986,59
1987,68.2
1988,75.8
1989,47.4
1990,97
1991,100
1992,105
1993,66
1994,123
1995,60.8
1996,62.3
1997,68.7
1998,57.1
1999,86.1
2000,80.6
2001,63.4
2002,84.2
2003,46.8
2004,79.2
2005,95
2006,80.2
2007,63.6
2008,76.9
2009,70.7
2010,66.2
2011,75.2
2012,70
2013,80.2
2014,40.8
2015,42.8
2016,94.6
2017,59.9
2018,65.3
2019,28.8
