UF,MG
Cidade,BURITIZEIRO
Nome Posto,CACHOEIRA DA MANTEIGA
Latitude,-16.65694444444444
Longitude,-45.08083333333334
Codigo,1645009
Qtd. Anos,51
Ano,Maxima
1962,64.2
1963,67.2
1964,40.4
1972,38
1973,43.4
1974,62.2
1975,52.2
1976,56.8
1977,63.8
1978,132
1979,66
1980,168
1981,121
1982,95.6
1983,90
1984,85.6
1985,65
1986,35.4
1987,65.8
1988,88.6
1989,94
1990,60.6
1991,50.1
1992,144
1993,94.5
1994,84
1995,64
1996,103.7
1997,114
1998,45.7
1999,141.3
2000,86.6
2001,95.9
2002,95.2
2003,61
2004,74.8
2005,98
2006,64.7
2007,151.5
2008,58
2009,136
2010,60.5
2011,83.4
2012,98.5
2013,85.6
2014,136.8
2015,57.3
2016,96.7
2017,60
2018,98.5
2019,49.2
