UF,MG
Cidade,MONTE CARMELO
Nome Posto,MONTE CARMELO
Latitude,-18.720555555555553
Longitude,-47.52444444444444
Codigo,1847000
Qtd. Anos,74
Ano,Maxima
1941,52
1942,67.2
1943,76.4
1944,66.2
1945,151
1946,97
1947,140
1948,118.1
1949,117.3
1950,100.3
1951,59.8
1952,100.8
1953,153.8
1954,81.2
1955,122
1956,81
1957,61
1958,80
1959,52
1960,70
1961,43.9
1962,73
1967,53
1968,70
1969,82
1970,85
1971,50
1972,68
1973,40
1974,67
1975,55
1976,62
1977,91
1978,118
1979,102
1980,70
1981,89.4
1982,130
1983,125
1984,56
1985,53
1986,75
1987,69
1988,98
1989,71
1990,61
1991,75
1992,133
1993,52
1994,69
1995,118
1996,118
1997,86
1998,50
1999,63
2000,121.6
2001,70.4
2002,83.7
2003,87
2004,101.5
2005,74.5
2006,69.4
2007,70
2008,82
2009,69.4
2010,102.6
2011,69.4
2012,50.6
2013,68.8
2014,84.2
2015,79
2016,49.6
2018,51.9
2019,56.5
