UF,MG
Cidade,MEDINA
Nome Posto,MEDINA
Latitude,-16.229999999999997
Longitude,-41.48083333333334
Codigo,1641011
Qtd. Anos,44
Ano,Maxima
1975,55
1976,75
1977,74
1978,130
1979,73.3
1980,114
1981,81
1982,61
1983,125
1984,113
1985,84
1986,56.2
1987,93.2
1988,82.2
1989,45.1
1990,80
1991,66.1
1992,69.4
1993,52
1994,84.6
1995,67.5
1996,63
1997,92.2
1998,102.5
1999,76.3
2000,105.2
2001,54.4
2002,122.2
2003,89.9
2004,88.1
2005,78.5
2006,160.1
2007,91.5
2008,101.4
2009,78.5
2010,96.3
2011,66.1
2012,83.6
2013,124
2014,47.5
2015,87.6
2016,73.3
2017,81.5
2018,18.3
