UF,MG
Cidade,PONTE NOVA
Nome Posto,PONTE NOVA JUSANTE
Latitude,-20.384722222222223
Longitude,-42.90277777777778
Codigo,2042018
Qtd. Anos,45
Ano,Maxima
1975,70
1976,100.2
1977,58
1978,84.6
1979,110
1980,63
1981,102
1982,65
1983,98.1
1984,68.5
1985,90.5
1986,65.6
1987,66.5
1988,79.4
1989,73
1990,71
1991,76
1992,85.3
1993,90.2
1994,89
1995,66
1996,78.3
1997,117.5
1998,110.2
1999,75
2000,118
2001,72.8
2002,52.5
2003,158.3
2004,127.9
2005,96.1
2006,73.5
2007,47.5
2008,79.9
2009,103.4
2010,113
2011,65.1
2012,55.3
2013,44.3
2014,44.2
2015,79.6
2016,66.4
2017,88.1
2018,80.2
2019,107.5
