UF,MG
Cidade,JANAUBA
Nome Posto,JANAUBA
Latitude,-15.775555555555556
Longitude,-43.27972222222222
Codigo,1543013
Qtd. Anos,51
Ano,Maxima
1969,81
1970,70.4
1971,65.2
1972,52.2
1973,84.4
1974,43.2
1975,64
1976,54.2
1977,46.4
1978,96.2
1979,81.3
1980,55.2
1981,46.4
1982,66
1983,84.6
1984,66.3
1985,74.4
1986,53
1987,49.8
1988,50
1989,96.4
1990,61.3
1991,42
1992,80
1993,44.4
1994,71.5
1995,149
1996,154
1997,38.8
1998,65.2
1999,61
2000,72.2
2001,83.4
2002,89.5
2003,43
2004,54.9
2005,47.8
2006,87.8
2007,184.4
2008,84.4
2009,97.3
2010,67
2011,60.7
2012,72
2013,55
2014,54.7
2015,97.8
2016,65.5
2017,89.5
2018,155.5
2019,59.2
