UF,MG
Cidade,MADRE DE DEUS DE MINAS
Nome Posto,MADRE DE DEUS DE MINAS
Latitude,-21.492222222222225
Longitude,-44.32611111111112
Codigo,2144007
Qtd. Anos,77
Ano,Maxima
1941,62.6
1942,87.4
1943,120.4
1944,50.6
1945,69
1946,98
1947,66.6
1948,115.5
1949,95
1950,95.4
1951,69
1952,112
1953,104
1954,64
1955,120
1956,48.6
1957,66.4
1958,57.6
1959,130
1960,72.4
1961,84
1962,122
1963,75
1964,107
1965,56.4
1966,70.6
1967,64
1968,64
1969,55.2
1970,103
1971,110
1972,60.2
1973,71.4
1974,56.4
1975,74.4
1976,100
1977,67.2
1978,65
1979,70.9
1980,86.4
1981,107.2
1982,70.1
1983,110
1984,69
1985,85.4
1986,133
1987,77.2
1988,82.2
1989,58
1990,92
1991,59.3
1992,145.1
1993,45.3
1994,86
1995,143
1996,77
1997,82
1998,92.4
1999,106.3
2000,94.4
2001,79.8
2002,76.3
2003,65.1
2004,101.7
2005,49.7
2006,100.4
2007,49.7
2008,68.6
2011,62.1
2012,58.1
2013,75.7
2014,54.1
2015,95.3
2016,107.5
2017,67.3
2018,72.1
2019,48.3
