UF,MG
Cidade,GUARANI
Nome Posto,GUARANI
Latitude,-21.355555555555558
Longitude,-43.05027777777777
Codigo,2143001
Qtd. Anos,80
Ano,Maxima
1941,44.6
1942,88.3
1943,77
1944,77
1945,70.4
1946,66.2
1947,69.2
1948,61.6
1949,77.2
1950,105
1951,62.8
1952,76.4
1953,103.4
1954,51.4
1955,68.2
1956,56.2
1957,75.4
1958,45.2
1959,107.4
1960,120.4
1961,65.3
1962,76.4
1963,58.2
1964,100.4
1965,93.4
1966,72.4
1967,60.9
1968,84
1969,87.6
1970,64.8
1971,88.2
1972,78.4
1973,50.4
1974,62.4
1975,54.4
1976,90.4
1977,79
1978,66.6
1979,110
1980,71.2
1981,72
1982,72
1983,156.6
1984,47.2
1985,120.3
1986,62
1987,57.4
1988,65.4
1989,83.8
1990,75.8
1991,61.6
1992,80.8
1993,52.6
1994,65.1
1995,40.2
1996,64.2
1997,66.3
1998,73.4
1999,50.3
2000,90.5
2001,64.3
2002,92.2
2003,120
2004,83.4
2005,98.3
2006,57.9
2007,81.2
2008,85.6
2009,72.9
2010,66.5
2011,69
2012,83.3
2013,89.1
2014,105.3
2015,45.5
2016,78.3
2017,50.6
2018,47.2
2019,76.8
2020,49
