UF,MG
Cidade,BRUMADINHO
Nome Posto,MELO FRANCO
Latitude,-20.197777777777777
Longitude,-44.12083333333334
Codigo,2044008
Qtd. Anos,79
Ano,Maxima
1941,52.9
1942,67.1
1943,68
1944,75.4
1945,78
1946,64
1947,79
1948,86.2
1949,76
1950,61
1951,94
1952,51.2
1953,86.3
1954,75
1955,95
1956,66
1957,68.2
1958,50
1959,80
1960,64
1961,88
1962,74.5
1963,65.4
1964,75.3
1965,54.1
1966,62.2
1967,93.5
1968,73.3
1969,100
1970,90
1971,94
1972,92.4
1973,78.2
1974,58.2
1975,84.2
1976,61.2
1977,78.3
1978,88.3
1979,95.3
1980,55.2
1981,82.5
1982,72.2
1983,66.3
1984,60.1
1985,74.3
1986,75.4
1987,60.2
1988,71.1
1989,72.2
1990,43.2
1991,59
1992,39.3
1993,98.2
1994,92.4
1995,77.2
1996,81.4
1997,91.9
1998,73.3
1999,57.7
2000,90.5
2001,94.7
2002,78.4
2003,66.4
2004,74.1
2005,65.9
2006,71
2007,81.5
2008,74.4
2009,102.1
2010,52.4
2011,88.1
2012,102.4
2013,56.8
2014,107
2015,78.5
2016,94.4
2017,76.1
2018,73.3
2019,37.8
