UF,MG
Cidade,PIRAPETINGA
Nome Posto,FAZENDA DA BARRA (PIRAPETINGA)
Latitude,-21.658055555555553
Longitude,-42.34277777777778
Codigo,2142007
Qtd. Anos,61
Ano,Maxima
1960,49.7
1961,127
1962,94
1963,146
1964,100.3
1965,73.6
1966,78.4
1967,93
1968,59
1969,69.2
1970,56.7
1971,75
1972,106
1973,78
1974,123
1975,78.2
1976,80.2
1977,90.4
1978,57.4
1979,95.2
1980,100.2
1981,79.3
1982,86.3
1983,76.5
1984,77.4
1985,124.4
1986,49.2
1987,76.4
1988,52.7
1989,104.6
1990,54.5
1991,70.9
1992,99.3
1993,56.6
1994,56
1995,53.6
1996,104.2
1997,80.4
1998,91.5
1999,68.4
2000,96.8
2001,96.2
2002,74.2
2003,59.3
2004,88.6
2005,75.9
2006,58.7
2007,78.8
2008,87
2009,66.3
2010,135
2011,74
2012,63.3
2013,86
2014,68
2015,92
2016,67.7
2017,76
2018,77.3
2019,61.5
2020,67.4
