UF,MG
Cidade,CLARO DOS POCOES
Nome Posto,FAZENDA LIMOEIRO
Latitude,-17.915555555555553
Longitude,-47.010555555555555
Codigo,1746018
Qtd. Anos,43
Ano,Maxima
1971,91.6
1972,92
1973,60
1974,69
1975,108.2
1976,79
1983,41.3
1984,75.2
1985,60.5
1986,72.3
1987,57
1988,88.6
1989,75.6
1990,56
1991,90
1992,81.3
1993,46.2
1994,53.9
1995,55.9
1996,71
1997,78.4
1998,91
1999,58
2000,66.5
2001,81.2
2002,71
2003,78.5
2004,76
2005,110
2006,64
2007,86.7
2008,91.2
2009,65.9
2010,72.6
2011,83.1
2012,71.3
2013,73.2
2014,62.4
2015,47.2
2016,57.9
2017,84.3
2018,124
2019,55.1
