UF,MG
Cidade,AIURUOCA
Nome Posto,AIURUOCA
Latitude,-21.97722222222222
Longitude,-44.60333333333333
Codigo,2144018
Qtd. Anos,77
Ano,Maxima
1943,66
1944,53
1945,152.6
1946,82
1947,100.6
1948,85
1949,61.6
1950,71.8
1951,96
1952,71.4
1953,76.6
1954,116
1955,108.9
1956,93.6
1957,48
1958,71
1959,89
1960,98
1961,86
1962,71
1963,34
1964,122
1965,63
1966,110
1967,74
1968,98
1969,93
1970,95
1971,75
1972,92
1973,65
1974,62.6
1975,67
1976,78
1977,73.8
1978,94.8
1979,63.2
1980,84
1981,85.4
1982,126.5
1983,114.8
1984,49.3
1985,99.6
1986,131.5
1987,137.5
1988,83.4
1989,63
1990,64.5
1991,101.5
1992,114.4
1993,63
1994,151.8
1995,69
1996,92.8
1997,67
1998,67.6
1999,93.7
2000,124.5
2001,58.6
2002,72.8
2003,128
2004,62.5
2005,134.3
2006,263
2007,102.5
2008,70
2009,72.8
2010,74.8
2011,98.7
2012,61.9
2013,98.4
2014,47
2015,78.5
2016,110.5
2017,95.8
2018,65.2
2019,39
