UF,MG
Cidade,CAMBUI
Nome Posto,CAMBUI (CSME)
Latitude,-22.60777777777778
Longitude,-46.03944444444444
Codigo,2246050
Qtd. Anos,55
Ano,Maxima
1941,58.6
1942,38.5
1943,45.4
1944,55
1945,82.6
1946,55.6
1947,85
1969,75.6
1970,98.6
1971,64.7
1972,29.8
1973,46.6
1974,57.6
1975,94
1976,56
1977,66.2
1978,80.3
1979,77.3
1980,93
1981,68.6
1982,74.6
1983,99.2
1984,44
1985,60.6
1986,71
1987,39
1988,77
1989,61
1990,72
1991,100
1992,62
1993,51.8
1994,12
1998,42.7
1999,62
2000,82.2
2001,54
2002,121.1
2003,121.6
2004,64.6
2005,100
2006,97.7
2007,66.2
2008,44.3
2009,48.7
2010,37.9
2011,112.6
2012,59.3
2013,60.5
2014,98
2015,45.5
2016,65.6
2017,60.3
2018,72.9
2019,53
