UF,MG
Cidade,PARAOPEBA
Nome Posto,HORTO FLORESTAL
Latitude,-19.268055555555556
Longitude,-44.401666666666664
Codigo,1944010
Qtd. Anos,66
Ano,Maxima
1941,108.6
1942,87.5
1943,66.3
1957,41
1958,72.4
1959,71.6
1960,136.8
1961,137.8
1962,84.4
1963,99.4
1964,104.8
1965,95
1966,80
1967,57.3
1968,58.5
1969,103
1970,87
1971,129.2
1972,47.8
1973,56
1974,74
1975,60.4
1976,69.3
1977,97.6
1978,178
1979,146
1980,57.3
1981,104.5
1982,58.9
1983,82
1984,69
1985,62
1986,59
1987,75.2
1988,75
1989,67.6
1990,47.6
1991,141
1992,74
1993,56
1994,113
1995,119.6
1996,79
1997,93
1998,57
1999,58.5
2000,99.2
2001,56.3
2002,93.4
2003,74.2
2004,73
2005,85
2006,58.3
2007,67.7
2008,93.7
2009,63.5
2010,65.5
2011,48.5
2012,105.9
2013,100.3
2014,80.5
2015,90.7
2016,117
2017,46.2
2018,104
2019,77.2
