UF,MG
Cidade,SAO ROMAO
Nome Posto,SANTO INACIO
Latitude,-16.281666666666666
Longitude,-45.41416666666667
Codigo,1645002
Qtd. Anos,58
Ano,Maxima
1962,105
1963,52.8
1964,196
1965,211.6
1966,38
1967,58.4
1968,58.3
1969,80.8
1970,107.4
1971,61.4
1972,92.4
1973,84.4
1974,56.2
1975,74.2
1976,80.3
1977,89.2
1978,79.2
1979,112.4
1980,92.3
1981,92.2
1982,47.3
1983,71.3
1984,80.3
1985,82.1
1986,56.3
1987,111.2
1988,50
1989,82.4
1990,103.8
1991,91.3
1992,91.3
1993,73
1994,73.8
1995,63.5
1996,75.5
1997,62.1
1998,51.1
1999,74.6
2000,86.3
2001,43.1
2002,81.2
2003,49.3
2004,99.1
2005,97.1
2006,62.3
2007,37.3
2008,66.7
2009,85.1
2010,49.5
2011,102.5
2012,56.2
2013,105.2
2014,103.3
2015,65.6
2016,113.7
2017,122.6
2018,109.6
2019,77.8
