UF,MG
Cidade,BOCAIUVA
Nome Posto,VILA TERRA BRANCA - JUSANTE
Latitude,-17.31277777777778
Longitude,-43.20777777777778
Codigo,1743002
Qtd. Anos,69
Ano,Maxima
1951,47
1952,54
1953,50.8
1954,91.2
1955,100
1956,85
1957,70
1958,77
1959,47.1
1960,63
1961,57.2
1962,52
1963,52
1964,70
1965,68.3
1966,58.3
1967,55.3
1968,71.2
1969,73.6
1970,42
1971,62.3
1972,168.3
1973,126.3
1974,122
1975,107.3
1976,165.3
1977,69.2
1978,60.6
1979,93.9
1980,104.7
1981,61
1982,90
1983,90.1
1984,45.1
1985,64.4
1986,122.2
1987,72
1988,66.1
1989,108.4
1990,57.1
1991,50.2
1992,80.4
1993,50.7
1994,72.3
1995,73
1996,67
1997,55.4
1998,85
1999,77.1
2000,61.9
2001,80.9
2002,123.7
2003,185.4
2004,79.4
2005,75
2006,117.4
2007,34.7
2008,90.8
2009,76.2
2010,115.8
2011,50.7
2012,61.3
2013,100.3
2014,47.9
2015,58.3
2016,100
2017,68.8
2018,57.3
2019,56.5
