UF,MG
Cidade,PRATINHA
Nome Posto,PRATINHA
Latitude,-19.75138888888889
Longitude,-46.411944444444444
Codigo,1946010
Qtd. Anos,45
Ano,Maxima
1975,70
1976,66
1977,70
1978,180
1979,64
1980,174
1981,95
1982,75
1983,125
1984,60
1985,64.1
1986,67.3
1987,63
1988,103
1989,108
1990,53
1991,136
1992,100
1993,105.5
1994,56.1
1995,79.1
1996,122.3
1997,127
1998,68.3
1999,90.7
2000,100.1
2001,96.3
2002,92.8
2003,69.4
2004,78.8
2005,92.3
2006,81
2007,78.4
2008,74.1
2009,85.8
2010,89.1
2011,86.6
2012,105.2
2013,105.2
2014,72.1
2015,71.5
2016,55.5
2017,120.2
2018,50.2
2019,45.2
