UF,MG
Cidade,FERROS
Nome Posto,FERROS
Latitude,-19.25027777777778
Longitude,-43.01444444444444
Codigo,1943003
Qtd. Anos,73
Ano,Maxima
1941,54
1942,78.7
1943,122
1944,79.4
1945,91.6
1946,76.6
1947,73.4
1948,52.4
1949,501
1950,125
1951,68.2
1952,106.6
1953,114.4
1954,115
1955,63.4
1956,80.2
1957,66.5
1958,68.2
1959,87.2
1960,65.6
1961,46.4
1968,76.8
1969,108.6
1970,56.1
1971,84.8
1972,70.2
1973,77
1974,71.3
1975,71.7
1976,79.3
1977,56.2
1978,78.8
1979,108
1980,60
1981,107.4
1982,118.4
1983,74
1984,35.2
1985,101.6
1986,73.2
1987,69
1988,62
1989,118
1990,186
1991,73.3
1992,100
1993,84.3
1994,76.9
1995,84
1996,70.8
1997,110.4
1998,69.4
1999,78
2000,75.7
2001,77.8
2002,79.1
2003,68.7
2004,89.6
2005,94.3
2006,69.5
2007,53.8
2008,106.5
2009,120.5
2010,86.5
2011,68
2012,95.5
2013,83.8
2014,71.7
2015,75.5
2016,80.3
2017,74.1
2018,62
2019,72
