UF,MG
Cidade,BOM JARDIM DE MINAS
Nome Posto,BOM JARDIM DE MINAS
Latitude,-21.947222222222223
Longitude,-44.193888888888885
Codigo,2144001
Qtd. Anos,79
Ano,Maxima
1941,52.4
1942,50
1943,100
1944,59.2
1945,125
1946,40
1947,100
1948,60.4
1949,50
1950,50
1951,71.2
1952,75
1953,71
1954,60.4
1955,75
1956,54.2
1957,76.2
1958,83.4
1959,70
1960,63
1961,67.8
1962,85.8
1963,38.6
1964,63.8
1965,68.8
1966,85
1967,57.8
1968,72
1969,76.4
1970,46.7
1971,68.4
1972,51
1973,150
1974,82.4
1975,69.8
1976,55
1977,53.1
1978,71.4
1979,103.6
1980,53.5
1981,84
1982,48
1983,81.6
1984,63.2
1985,74.5
1986,50.2
1987,90
1988,89.8
1989,2.1
1990,41.2
1991,55.8
1992,97.6
1993,68
1994,77.4
1995,86
1996,81
1997,51.8
1998,52
1999,58.3
2000,76.2
2001,54
2002,50.7
2003,50.6
2004,61.7
2005,79.7
2006,70.2
2007,70.5
2008,65.7
2009,79
2010,58.8
2011,68.4
2012,67.8
2013,74.3
2014,74
2015,75.9
2016,80
2017,129
2018,46
2019,35
