UF,MG
Cidade,MATEUS LEME
Nome Posto,FAZENDA CURRALINHO
Latitude,-20.0075
Longitude,-44.33111111111111
Codigo,2044024
Qtd. Anos,47
Ano,Maxima
1973,95
1974,58
1975,75
1976,74
1977,60.7
1978,80
1979,75
1980,55.4
1981,74
1982,63
1983,95.6
1984,77.4
1985,113.6
1986,106.2
1987,109
1988,61.4
1989,93.8
1990,64.6
1991,98
1992,113
1993,69.6
1994,110
1995,114.5
1996,84.6
1997,123.4
1998,74.5
1999,78.9
2000,116.8
2001,72.4
2002,59
2003,99
2004,91.5
2005,100.8
2006,59
2007,59.5
2008,87.5
2009,96.1
2010,83
2011,106
2012,76
2013,106.4
2014,46
2015,100.2
2016,92.8
2017,69.6
2018,80.3
2019,61
