UF,MG
Cidade,NOVA LIMA
Nome Posto,LAGOA GRANDE (MMV)
Latitude,-20.179166666666667
Longitude,-43.94277777777778
Codigo,2043002
Qtd. Anos,79
Ano,Maxima
1941,71.1
1942,83.8
1943,79
1944,89
1945,130
1946,70.4
1947,76.2
1948,165.1
1949,71.1
1950,86.4
1951,146.8
1952,90.2
1953,65.5
1954,76.5
1955,126.2
1956,68.6
1957,66
1958,92.5
1959,82.6
1960,94.5
1961,118.4
1962,95
1963,63
1964,108.2
1965,69.6
1966,120.4
1967,79.8
1968,73.7
1969,72.4
1970,53.6
1971,63
1972,56.9
1973,74.3
1974,46.2
1975,64.9
1976,60.2
1977,64
1978,105.2
1979,87.1
1980,52.2
1981,78
1982,64.3
1983,71.3
1984,70.4
1985,76.2
1986,58.2
1987,72.1
1988,99.3
1989,83.1
1990,58.4
1991,79.4
1992,121.2
1993,50.8
1994,140.8
1995,150.2
1996,68.2
1997,148.2
1998,65.8
1999,55.2
2000,125.1
2001,67.5
2002,80.7
2003,114.7
2004,67.4
2005,71.4
2006,56.8
2007,65.4
2008,87.5
2009,90.8
2010,70
2011,75.4
2012,72
2013,88.1
2014,52.9
2015,85.8
2016,134.5
2017,64.8
2018,68.8
2019,14
