UF,MG
Cidade,BARRA LONGA
Nome Posto,FAZENDA OCIDENTE
Latitude,-20.285555555555558
Longitude,-43.098888888888894
Codigo,2043027
Qtd. Anos,53
Ano,Maxima
1967,24
1968,24
1969,81.8
1970,81.7
1971,83.7
1972,62.3
1973,85.6
1974,64.1
1975,70.8
1976,73.6
1977,55.8
1978,120
1979,100
1980,70
1981,100
1982,154
1983,68
1984,73
1985,53
1986,10.6
1987,150
1988,69.4
1989,51.3
1990,29.3
1991,53.5
1992,78.8
1993,38.5
1994,78.9
1995,85.9
1996,71.1
1997,95.5
1998,63.5
1999,95.7
2000,87.7
2001,64.8
2002,88.9
2003,73.1
2004,144.1
2005,55.3
2006,61.5
2007,57.7
2008,67.2
2009,61.2
2010,66.1
2011,74.5
2012,88.1
2013,96.2
2014,69.4
2015,74
2016,62.1
2017,84
2018,133.3
2019,70.2
