UF,MG
Cidade,ANDRELANDIA
Nome Posto,FAZENDA LARANJEIRAS
Latitude,-21.674722222222222
Longitude,-44.34055555555556
Codigo,2144021
Qtd. Anos,54
Ano,Maxima
1966,94
1967,64
1968,32.4
1969,25.8
1970,35.2
1971,62.7
1972,49.2
1973,90.1
1974,55
1975,107.4
1976,64.4
1977,53.4
1978,65
1979,89
1980,58
1981,113.3
1982,58.1
1983,94
1984,80
1985,144.4
1986,125.4
1987,77
1988,79
1989,72.3
1990,41
1991,75.6
1992,136.4
1993,68
1994,64.4
1995,84.6
1996,123
1997,77.3
1998,104.2
1999,189.2
2000,103
2001,60
2002,111.2
2003,70.1
2004,65.2
2005,69
2006,67
2007,59
2008,71
2009,270
2010,95.2
2011,121.2
2012,58
2013,64.2
2014,59.3
2015,103.2
2016,106
2017,57.3
2018,50.1
2019,50.1
