UF,MG
Cidade,ANDRELANDIA
Nome Posto,FAZENDA PARAIBA
Latitude,-21.745833333333334
Longitude,-44.35472222222222
Codigo,2144022
Qtd. Anos,54
Ano,Maxima
1966,89
1967,110.5
1968,122
1969,75
1970,60.6
1971,55
1972,80.4
1973,82.6
1974,63.1
1975,69.8
1976,43.6
1977,78.1
1978,65.4
1979,62.4
1980,58.5
1981,82.7
1982,61.2
1983,80.2
1984,136.8
1985,114
1986,87.9
1987,89.3
1988,81.7
1989,54.1
1990,65.5
1991,76.2
1992,97.4
1993,74.3
1994,71
1995,69.3
1996,78.1
1997,59.7
1998,85.5
1999,146.1
2000,64.7
2001,60
2002,73.4
2003,51.5
2004,80.1
2005,63.4
2006,50.3
2007,92.3
2008,90.6
2009,62.3
2010,95.6
2011,92.3
2012,75.6
2013,98.9
2014,54.5
2015,120.2
2016,100.8
2017,56.7
2018,56.7
2019,57.8
