UF,MG
Cidade,POCOS DE CALDAS
Nome Posto,POCOS DE CALDAS
Latitude,-21.783333333333335
Longitude,-46.55
Codigo,2146048
Qtd. Anos,39
Ano,Maxima
1941,60.3
1942,68
1943,91
1944,48.6
1945,90.2
1946,75.4
1947,90.4
1948,105
1949,65.2
1950,79.8
1951,72.8
1956,75.7
1957,84.2
1958,98
1959,51.6
1960,93.2
1961,72.2
1962,103.6
1963,73.6
1964,99.3
1965,93.2
1966,113.4
1967,43.1
1968,59.5
1969,75.3
1970,113.2
1979,53.2
1980,82.9
1981,20.5
1983,104.8
1984,69.5
1985,80
1992,61
1993,59.8
1994,29.3
1995,117
1996,64.3
1997,70.2
1998,47.5
