UF,MG
Cidade,RESENDE COSTA
Nome Posto,RESENDE COSTA
Latitude,-20.92361111111111
Longitude,-44.23833333333334
Codigo,2044038
Qtd. Anos,45
Ano,Maxima
1975,90.2
1976,96.1
1977,70.2
1978,107.6
1979,89.8
1980,95.6
1981,65.6
1982,104.2
1983,84.2
1984,117.4
1985,101.8
1986,120.8
1987,65.2
1988,79.6
1989,101.4
1990,109.6
1991,95.2
1992,122.6
1993,70
1994,45.3
1995,66.4
1996,61.2
1997,97.4
1998,86.4
1999,64.6
2000,87.7
2001,87.1
2002,74.1
2003,77.1
2004,103.8
2005,147.4
2006,73.3
2007,78.1
2008,121.8
2009,80.1
2010,2.1
2011,76.1
2012,80.4
2013,85.6
2014,68.2
2015,61.7
2016,141.3
2017,54.3
2018,81.7
2019,27
