UF,MG
Cidade,MONTE ALEGRE DE MINAS
Nome Posto,MONTE ALEGRE DE MINAS
Latitude,-18.872222222222224
Longitude,-48.86944444444445
Codigo,1848000
Qtd. Anos,77
Ano,Maxima
1941,59.8
1942,69.2
1943,97.2
1944,62.5
1945,69.8
1946,54.8
1947,61.6
1948,46.4
1949,66
1950,129.6
1951,111.5
1952,89
1953,68.4
1954,57.1
1955,144.8
1956,103.1
1957,68.6
1958,268.4
1961,60.9
1962,74
1963,46.4
1964,57.2
1965,69
1966,54
1967,79
1968,147.8
1969,81
1970,108.2
1971,63.2
1972,79
1973,70.4
1974,80
1975,102
1976,61.8
1977,84.7
1978,73
1979,93.8
1980,104
1981,85.2
1982,106.3
1983,76.6
1984,62
1985,70.2
1986,72
1987,90.5
1988,65
1989,98
1990,79.2
1991,65.6
1992,74
1993,76.5
1994,100.5
1995,84.8
1996,69
1997,79.8
1998,61
1999,143.4
2000,100.8
2001,110
2002,79.8
2003,83.4
2004,85.2
2005,102
2006,112.2
2007,73.2
2008,91.7
2009,139.3
2010,82.9
2011,62.1
2012,75
2013,74.2
2014,72
2015,108.2
2016,101.5
2017,88.2
2018,146.5
2019,50.8
