UF,MG
Cidade,SAO GONCALO DO RIO ABAIXO
Nome Posto,USINA PETI
Latitude,-19.880833333333335
Longitude,-43.3675
Codigo,1943027
Qtd. Anos,74
Ano,Maxima
1946,111.4
1947,102.4
1948,67.3
1949,130.2
1950,78.2
1951,81.2
1952,72.2
1953,84.9
1954,52.4
1955,88.4
1956,55.6
1957,59.8
1958,71.3
1959,64.4
1960,114
1961,140
1962,92.2
1963,49
1964,68
1965,85
1966,130
1967,49
1968,91.4
1969,67.4
1970,52.2
1971,134.6
1972,70
1973,95.6
1974,81.4
1975,69.2
1976,53.4
1977,70
1978,96.2
1979,107.8
1980,99.8
1981,83
1982,99.6
1983,90.4
1984,74.2
1985,110.2
1986,53.8
1987,48.4
1988,83.6
1989,64.2
1990,61.2
1991,96
1992,98
1993,58.4
1994,82.6
1995,132.4
1996,72.6
1997,112
1998,116.7
1999,85.9
2000,91
2001,72.9
2002,103
2003,138
2004,90.6
2005,90
2006,70.6
2007,44.6
2008,72.3
2009,89.3
2010,65.2
2011,76
2012,52
2013,46.5
2014,61.3
2015,51
2016,40.1
2017,38.5
2018,69
2019,64.5
