UF,MG
Cidade,TUPACIGUARA
Nome Posto,TUPACIGUARA
Latitude,-18.600833333333334
Longitude,-48.69083333333333
Codigo,1848006
Qtd. Anos,45
Ano,Maxima
1975,104
1976,190
1977,93.8
1978,77.2
1979,74.2
1980,130.6
1981,166
1982,125
1983,131
1984,50.2
1985,63.2
1986,56.4
1987,42.2
1988,13.6
1989,85.2
1990,75.2
1991,75
1992,120.4
1993,110.2
1994,79.3
1995,81.7
1996,84.5
1997,97
1998,90.1
1999,70
2000,61.3
2001,60.4
2002,64.4
2003,92.8
2004,146
2005,150
2006,56.2
2007,120
2008,73.6
2009,123.1
2010,75.5
2011,123.8
2012,105.6
2013,110.5
2014,59.8
2015,73.7
2016,46.9
2017,91
2018,82.7
2019,80.9
