UF,MG
Cidade,GOUVEIA
Nome Posto,GOUVEIA
Latitude,-18.465555555555554
Longitude,-43.74305555555556
Codigo,1843002
Qtd. Anos,79
Ano,Maxima
1941,43.2
1942,75.4
1943,106.2
1944,48.2
1945,96.4
1946,57.2
1947,64.6
1948,148.2
1949,58.2
1950,74
1951,75
1952,68.4
1953,104
1954,102
1955,90.4
1956,86.2
1957,77.2
1958,100.4
1959,70.2
1960,98
1961,70
1962,71.2
1963,55.2
1964,66.4
1965,69
1966,45.2
1967,69.3
1968,66.3
1969,62
1970,84
1971,133.2
1972,86.3
1973,85.2
1974,54.4
1975,53
1976,117
1977,103
1978,76.1
1979,116
1980,94
1981,65
1982,75
1983,117
1984,89
1985,85.3
1986,110.4
1987,75
1988,93
1989,74
1990,60
1991,81.1
1992,59.3
1993,65
1994,60
1995,402
1996,90.8
1997,80.3
1998,51
1999,71.3
2000,83.8
2001,56.7
2002,63.2
2003,147
2004,113.2
2005,80.1
2006,77.2
2007,68.9
2008,86.7
2009,63.9
2010,88.3
2011,71.3
2012,58.9
2013,61.7
2014,51.3
2015,74
2016,93.2
2017,64.3
2018,51.3
2019,64.3
