UF,MG
Cidade,TABULEIRO
Nome Posto,TABULEIRO
Latitude,-21.355
Longitude,-43.246944444444445
Codigo,2143017
Qtd. Anos,76
Ano,Maxima
1944,72.6
1945,90
1946,54.8
1947,140.6
1948,60
1949,73.2
1950,111.8
1951,83.4
1952,121.6
1953,114.2
1954,57.6
1955,78.4
1956,63.6
1957,162.2
1958,70.6
1959,87.3
1960,161
1961,81.2
1962,102.2
1963,77
1964,135.8
1965,102.6
1967,58.4
1968,65
1969,109.4
1970,60.6
1971,68.4
1972,93.8
1973,83.5
1974,117.6
1975,82.4
1976,61.2
1977,116.2
1978,56
1979,109.4
1980,80
1981,52.4
1982,92
1983,112
1984,75.4
1985,105.2
1986,95.5
1987,68.6
1988,75.8
1989,127.3
1990,98.2
1991,115.6
1992,75.6
1993,75.2
1994,65.4
1995,65.3
1996,77.4
1997,117.4
1998,89.5
1999,78.6
2000,110.3
2001,115.3
2002,145.1
2003,189.1
2004,100.4
2005,79
2006,58.5
2007,129.9
2008,98.4
2009,60.6
2010,84
2011,66.8
2012,82.4
2013,66.7
2014,96
2015,71.2
2016,103.3
2017,91.4
2018,80.5
2019,62.4
2020,125
