UF,MG
Cidade,ITUIUTABA
Nome Posto,PONTE DO PRATA
Latitude,-19.03527777777778
Longitude,-49.696666666666665
Codigo,1949006
Qtd. Anos,53
Ano,Maxima
1967,64
1968,69
1969,80
1970,58
1971,56.8
1972,67
1973,77
1974,91.8
1975,66.2
1976,68
1977,80.3
1978,93.1
1979,131
1980,90
1981,150.2
1982,73.6
1983,86.2
1984,79.2
1985,85
1986,83.6
1987,96.2
1988,154.2
1989,78.2
1990,73.8
1991,143.4
1992,94.8
1993,58.6
1994,104.6
1995,120.2
1996,38.4
1997,90.4
1998,146.8
1999,56.4
2000,78.2
2001,96.4
2002,82.4
2003,65.8
2004,69.8
2005,67.2
2006,96.8
2007,100.4
2008,122.8
2009,103.8
2010,72.2
2011,90.4
2012,78.4
2013,108.2
2014,77.2
2015,79.4
2016,80
2017,135.4
2018,74.3
2019,64.4
