UF,MG
Cidade,CATAGUASES
Nome Posto,CATAGUASES
Latitude,-21.389444444444443
Longitude,-42.69638888888888
Codigo,2142001
Qtd. Anos,82
Ano,Maxima
1939,49
1940,63.5
1941,62.5
1942,62.7
1943,64
1944,62
1945,62.5
1946,64.8
1947,53.8
1948,65
1949,63
1950,70
1951,95
1952,83
1953,70
1954,82
1955,104
1956,87
1957,85
1958,63
1959,59
1960,108
1961,140
1962,118
1963,68
1964,91
1965,84
1966,91
1967,91
1968,100
1969,60.2
1970,44
1971,74.3
1972,120
1973,88
1974,67.2
1975,81.2
1976,60.8
1977,142.2
1978,95.6
1979,114.8
1980,110.4
1981,84.2
1982,183.4
1983,106.8
1984,83.2
1985,78.2
1986,85.6
1987,106.8
1988,122.8
1989,138.8
1990,147.9
1991,98.2
1992,122
1993,76.1
1994,108.5
1995,88.2
1996,102
1997,84.6
1998,88.3
1999,95
2000,144.7
2001,82.9
2002,113.6
2003,125
2004,90.5
2005,100.8
2006,73
2007,103.7
2008,31.2
2009,115
2010,106
2011,115
2012,67
2013,56.2
2014,77.5
2015,79.2
2016,103
2017,192.3
2018,131.3
2019,65
2020,67.3
