UF,MG
Cidade,PARACATU
Nome Posto,PONTE DA BR-040 - PARACATU
Latitude,-17.497222222222224
Longitude,-46.58166666666667
Codigo,1746007
Qtd. Anos,48
Ano,Maxima
1972,39.6
1973,76.8
1974,64.8
1975,66.1
1976,75
1977,98
1978,70.6
1979,90
1980,102.4
1981,110.2
1982,74
1983,112.2
1984,102
1985,64.4
1986,94.2
1987,77
1988,62
1989,137
1990,43.6
1991,82
1992,172.8
1993,131.5
1994,96
1995,116.3
1996,63.4
1997,95
1998,75
1999,88.2
2000,77.6
2001,68.2
2002,63.5
2003,70
2004,78.2
2005,140
2006,72.8
2007,58.4
2008,118.4
2009,83.4
2010,92.8
2011,57
2012,124
2013,68.2
2014,49.8
2015,65.4
2016,104.8
2017,76
2018,130
2019,89.8
