UF,MG
Cidade,ITAPECERICA
Nome Posto,LAMOUNIER
Latitude,-20.47222222222222
Longitude,-45.03611111111111
Codigo,2045005
Qtd. Anos,79
Ano,Maxima
1941,61.2
1942,82.2
1943,116.4
1944,79.2
1945,56.8
1946,64.8
1947,75.2
1948,166.8
1949,109.2
1950,125
1951,59.4
1952,78.6
1953,93
1954,65.4
1955,170
1956,59.8
1957,93.6
1958,67.2
1959,70.2
1960,68.4
1961,83.2
1962,88
1963,62.4
1964,125.2
1965,98
1966,116.2
1967,97.2
1968,79.2
1969,155
1970,62.8
1971,74.2
1972,56.4
1973,112.2
1974,67
1975,58.2
1976,94.6
1977,76.2
1978,58.2
1979,104
1980,84.8
1981,63.4
1982,117.4
1983,139
1984,84
1985,116.8
1986,81.6
1987,65.6
1988,92.4
1989,115
1990,58.6
1991,70.2
1992,117.4
1993,59.8
1994,116
1995,70
1996,96.4
1997,81
1998,127.6
1999,78
2000,76.2
2001,58
2002,58.3
2003,93
2004,95
2005,110
2006,87
2007,63
2008,175
2009,66
2010,71.2
2011,81
2012,129
2013,54.4
2014,58.4
2015,82.3
2016,80
2017,57.4
2018,65
2019,92
