UF,MG
Cidade,ONCA DE PITANGUI
Nome Posto,JAGUARUNA - JUSANTE
Latitude,-19.728055555555553
Longitude,-44.806666666666665
Codigo,1944011
Qtd. Anos,79
Ano,Maxima
1941,68
1942,48
1943,52
1944,50
1945,74.6
1946,75
1947,60
1948,50
1949,74.4
1950,62.2
1951,100.2
1952,78
1953,64
1954,35
1955,28.4
1956,50
1957,72.2
1958,56.4
1959,55.2
1960,72.2
1961,66.2
1962,75
1963,41.1
1964,104
1965,66.5
1966,64.1
1967,88.8
1968,91.2
1969,107.4
1970,55.6
1971,106.8
1972,75.9
1973,74.1
1974,56.6
1975,88
1976,67.3
1977,72.5
1978,63.4
1979,101.3
1980,89
1981,69.3
1982,59.2
1983,82.8
1984,83.5
1985,90.2
1986,58.2
1987,50.9
1988,122.3
1989,74.3
1990,100.3
1991,84.5
1992,75.5
1993,69.2
1994,90.1
1995,90
1996,67
1997,102
1998,63
1999,113
2000,88.5
2001,41.9
2002,95.1
2003,44.4
2004,97
2005,62.3
2006,91.4
2007,71.1
2008,73.5
2009,74.8
2010,80
2011,70.3
2012,64
2013,64.6
2014,70.2
2015,60.4
2016,83.5
2017,76.9
2018,53.5
2019,48.5
