UF,MG
Cidade,DIAMANTINA
Nome Posto,MENDANHA - MONTANTE
Latitude,-18.113333333333333
Longitude,-43.52027777777778
Codigo,1843003
Qtd. Anos,73
Ano,Maxima
1945,91.6
1946,45.4
1947,87.8
1948,90
1949,84
1950,95
1951,118
1952,173
1953,125
1954,50
1955,160
1956,90
1957,150
1958,118.8
1960,78.9
1961,68.6
1962,120.8
1963,65.4
1964,76.6
1965,53.6
1966,82.2
1967,60.8
1968,67.2
1969,53.4
1970,69.6
1971,89
1972,111.8
1973,73
1974,53.2
1975,64.4
1976,67.2
1977,84.2
1978,88.2
1979,125.8
1980,85
1981,132.4
1982,62.6
1983,113.2
1984,69.8
1985,88
1986,53.6
1987,64
1989,27
1990,45.8
1991,73.2
1992,114.2
1993,74.8
1994,145.2
1995,81.6
1996,82.4
1997,78.4
1998,85.8
1999,68
2000,57.9
2001,73
2002,105.1
2003,49.1
2004,91
2005,93.1
2006,70
2007,63.2
2008,62.9
2009,105.7
2010,62.5
2011,95.4
2012,53.8
2013,96.7
2014,33.4
2015,56
2016,74.9
2017,54.2
2018,63.3
2019,106.8
