UF,MG
Cidade,CAPELINHA
Nome Posto,CAPELINHA
Latitude,-17.691666666666666
Longitude,-42.52611111111111
Codigo,1742014
Qtd. Anos,45
Ano,Maxima
1975,50.2
1976,130
1977,55.8
1978,72
1979,136.6
1980,62
1981,65.6
1982,81.8
1983,64.8
1984,62
1985,78.4
1986,76
1987,64
1988,104.4
1989,43.2
1990,64.2
1991,82
1992,78.2
1993,75
1994,70
1995,66.4
1996,65.8
1997,70
1998,56.2
1999,58
2000,68.9
2001,96.4
2002,86.8
2003,108.5
2004,87.2
2005,47.2
2006,69.7
2007,88.9
2008,73.9
2009,112.9
2010,51
2011,73.6
2012,63.5
2013,127.7
2014,95.6
2015,51.5
2016,111.7
2017,93.9
2018,91.6
2019,61.1
