UF,MG
Cidade,PATROCINIO DO MURIAE
Nome Posto,PATROCINIO DO MURIAE
Latitude,-21.15
Longitude,-42.20111111111111
Codigo,2142002
Qtd. Anos,86
Ano,Maxima
1935,158
1936,72
1937,68.5
1938,112.5
1939,120
1940,104.3
1941,76.7
1942,63
1943,80
1944,74.4
1945,70
1946,105.2
1947,101.2
1948,92.4
1949,99.4
1950,80
1951,61.5
1952,71.4
1953,119.6
1954,39
1955,47
1956,88.6
1957,79.8
1958,102.8
1959,90.2
1960,100.4
1961,75.4
1962,75
1963,58.4
1964,124.4
1965,103.2
1966,70.4
1967,200.8
1968,65.6
1969,110
1970,42.3
1971,108.6
1972,84.6
1973,54.3
1974,59.8
1975,59
1976,137.6
1977,72
1978,132
1979,75
1980,83.1
1981,90.5
1982,61
1983,88.4
1984,135.2
1985,83.2
1986,111
1987,81
1988,112
1989,114
1990,65.2
1991,100
1992,75
1993,54
1994,84.2
1995,104
1996,125
1997,100.4
1998,90
1999,82.2
2000,95.2
2001,105.2
2002,97.3
2003,102.2
2004,104.5
2005,80.3
2006,78.7
2007,101.7
2008,87.2
2009,81.7
2010,99.3
2011,108.7
2012,120.7
2013,70.1
2014,84
2015,77.5
2016,75.3
2017,56.3
2018,95.5
2019,63.5
2020,95.3
