UF,MG
Cidade,SANTA RITA DE CALDAS
Nome Posto,BEIRA DE SANTA RITA
Latitude,-22.023333333333333
Longitude,-46.303888888888885
Codigo,2246047
Qtd. Anos,78
Ano,Maxima
1942,46
1943,104
1944,80
1945,85.5
1946,56
1947,77.8
1948,52
1949,57
1950,63.3
1951,52.4
1952,67.1
1953,42
1954,21
1955,42
1956,22
1957,28
1958,25
1959,50
1960,50
1961,43.4
1962,109
1963,84.4
1964,67
1965,48
1966,69.4
1967,52.4
1968,57.2
1969,77.6
1970,78.2
1971,128
1972,74.5
1973,56.4
1974,62.8
1975,72.5
1976,61.1
1977,51
1978,73.2
1979,75.2
1980,152.2
1981,83.7
1982,54.5
1983,74.2
1984,54.3
1985,69.8
1986,59.6
1987,83.9
1988,45.5
1989,59.7
1990,77.5
1991,75.1
1992,53.2
1993,49
1994,71.6
1995,107.4
1996,57.4
1997,53.6
1998,53.6
1999,62.6
2000,98.3
2001,62.6
2002,90.1
2003,56.9
2004,72.3
2005,65.5
2006,74.5
2007,64.3
2008,60.5
2009,98.6
2010,47.1
2011,131.5
2012,63.7
2013,70.6
2014,57.3
2015,74.1
2016,67.4
2017,68.1
2018,56.1
2019,97.5
