UF,MG
Cidade,BOCAINA DE MINAS
Nome Posto,PONTE DO COSTA
Latitude,-22.126944444444444
Longitude,-44.40833333333333
Codigo,2244057
Qtd. Anos,79
Ano,Maxima
1941,56
1942,87
1943,73
1944,55
1945,175.8
1946,85.6
1947,106.2
1948,82
1949,118
1950,80.5
1951,112
1952,78
1953,65.2
1954,74
1955,72.3
1956,93.2
1957,63.6
1958,82.4
1959,67.3
1960,71.2
1961,60.8
1962,80.4
1963,58.6
1964,91.6
1965,73.4
1966,110.2
1967,58.2
1968,72
1969,133
1970,103.2
1971,85.6
1972,82
1973,94.2
1974,68.4
1975,90.3
1976,47.4
1977,90.4
1978,70.6
1979,54.6
1980,56.2
1981,89.2
1982,97.2
1983,75.1
1984,62.1
1985,125.2
1986,62.5
1987,100.9
1988,101.8
1989,66.8
1990,97
1991,85
1992,113.4
1993,100
1994,149.3
1995,75
1996,147.4
1997,85
1998,69.5
1999,80.5
2000,85
2001,72
2002,54.5
2003,52.1
2004,95.3
2005,98.7
2006,66.1
2007,75.7
2008,107.5
2009,84.3
2010,82.7
2011,146.4
2012,79.5
2013,150.7
2014,79.3
2015,67.7
2016,65.2
2017,68.4
2018,61.5
2019,35.5
