UF,MG
Cidade,SAO JOAO EVANGELISTA
Nome Posto,SAO JOAO EVANGELISTA
Latitude,-18.552777777777777
Longitude,-42.76416666666667
Codigo,1842020
Qtd. Anos,36
Ano,Maxima
1984,87.8
1985,82.3
1986,44.2
1987,77.2
1988,96
1989,98.2
1990,58
1991,60
1992,64.2
1993,82.6
1994,81.4
1995,72.4
1996,52
1997,85
1998,132
1999,73
2000,93.5
2001,55
2002,46.1
2003,111
2004,78.6
2005,60.1
2006,76.2
2007,69.1
2008,128
2009,113.6
2010,42.5
2011,54.3
2012,92
2013,76
2014,68.9
2015,51.5
2016,109.4
2017,47.3
2018,53.8
2019,78.7
