UF,MG
Cidade,VARZEA DA PALMA
Nome Posto,VARZEA DA PALMA
Latitude,-17.59611111111111
Longitude,-44.70111111111111
Codigo,1744009
Qtd. Anos,79
Ano,Maxima
1941,67.6
1942,66.8
1943,152.6
1944,108
1945,112
1946,97
1947,71
1948,120.2
1949,115
1950,89.1
1951,94.1
1952,89
1953,76.4
1954,141
1955,272
1956,90
1957,137
1958,70.1
1959,123.1
1960,128
1961,75
1962,87
1963,170.1
1964,94
1965,72.8
1966,77
1967,74
1968,125.5
1969,65.2
1970,37.4
1971,74
1972,60.2
1973,64.8
1974,74.6
1975,72.6
1976,63.8
1977,39
1978,90
1979,98
1980,79
1981,97.4
1982,73.3
1983,94.2
1984,42
1985,78.6
1986,84.4
1987,79.3
1988,55.2
1989,92
1990,58
1991,94
1992,60
1993,76.9
1994,71.8
1995,76.8
1996,79.4
1997,55.7
1998,88.8
1999,85.8
2000,82.8
2001,148
2002,73.3
2003,64.1
2004,90.1
2005,73.6
2006,86.1
2007,63.2
2008,81
2009,80.3
2010,75.2
2011,65.6
2012,78.2
2013,74.3
2014,52.2
2015,38.5
2016,95.5
2017,62.8
2018,74.2
2019,56.1
