UF,MG
Cidade,CAMPO FLORIDO
Nome Posto,CAMPO FLORIDO
Latitude,-19.770555555555553
Longitude,-48.57416666666667
Codigo,1948007
Qtd. Anos,45
Ano,Maxima
1975,60
1976,75
1977,63.4
1978,118
1979,75
1980,76
1981,66
1982,108
1983,121.2
1984,57.1
1985,80.2
1986,85.2
1987,83.3
1988,109.2
1989,91.8
1990,90.8
1991,100.2
1992,114.8
1993,124.8
1994,76.4
1995,70.6
1996,95
1997,123.2
1998,65.8
1999,69.8
2000,91.8
2001,72.4
2002,112.2
2003,71
2004,116.6
2005,85
2006,85
2007,83.2
2008,130
2009,96.5
2010,80.3
2011,98.4
2012,71
2013,130
2014,69.2
2015,98.2
2016,170.4
2017,69
2018,164
2019,68.8
