UF,MG
Cidade,SAO JOAO DEL REI
Nome Posto,VILA RIO DAS MORTES
Latitude,-21.189444444444444
Longitude,-44.32888888888889
Codigo,2144024
Qtd. Anos,53
Ano,Maxima
1967,60.4
1968,94.7
1969,85.6
1970,54
1971,65.8
1972,50.4
1973,50.4
1974,80.5
1975,60.5
1976,53.8
1977,61.2
1978,71.6
1979,65.6
1980,75.4
1981,73.2
1982,75.6
1983,126
1984,69.2
1985,74.8
1986,125.1
1987,60.3
1988,40.5
1989,95.2
1990,64.3
1991,50.4
1992,15.3
1993,40.4
1994,95.4
1995,70.4
1996,79.2
1997,145.1
1998,108.4
1999,86.4
2000,84.2
2001,71
2002,47.7
2003,67.7
2004,90.3
2005,59.5
2006,70.7
2007,90.5
2008,79.1
2009,90.1
2010,79.3
2011,109.5
2012,111.5
2013,79.3
2014,48
2015,38.1
2016,42.1
2017,39.5
2018,39
2019,42
