UF,MG
Cidade,ATALEIA
Nome Posto,FIDELANDIA - MONTANTE
Latitude,-18.203055555555554
Longitude,-41.248333333333335
Codigo,1841007
Qtd. Anos,57
Ano,Maxima
1963,60.2
1964,89.2
1965,79.4
1966,68.2
1967,84.5
1968,76.9
1969,99.2
1970,70.4
1971,54.8
1972,65.6
1973,73.6
1974,53
1975,85.1
1976,69.6
1977,46.8
1978,81.4
1979,86.6
1980,80.6
1981,102.2
1982,75.2
1983,80.4
1984,149.4
1985,79
1986,130
1987,111.6
1988,85
1989,90.8
1990,65.4
1991,66
1992,100
1993,61
1994,78
1995,49.2
1996,63.7
1997,78.4
1998,26.9
1999,109.8
2000,94.8
2001,80
2002,100.5
2003,97.3
2004,112.8
2005,100
2006,82.5
2007,51
2008,83.3
2009,77.5
2010,47.3
2011,64.4
2012,81.4
2013,70.3
2014,127.5
2015,51.7
2016,61.1
2017,63.5
2018,92.1
2019,85.1
