UF,MG
Cidade,MALACACHETA
Nome Posto,MALACACHETA
Latitude,-17.845555555555553
Longitude,-42.07555555555556
Codigo,1742017
Qtd. Anos,44
Ano,Maxima
1976,38
1977,74.6
1978,51
1979,88.8
1980,63
1981,61.2
1982,95.4
1983,92.2
1984,53.7
1985,44
1986,52
1987,66
1988,70
1989,77.8
1990,66.4
1991,69.4
1992,74.8
1993,91
1994,57.4
1995,61
1996,53.5
1997,95.9
1998,86.5
1999,76
2000,66.2
2001,60.3
2002,93
2003,83.3
2004,78
2005,151
2006,87.2
2007,41.2
2008,52.3
2009,102.3
2010,48.3
2011,66.4
2012,106.5
2013,92.2
2014,70
2015,58.1
2016,70
2017,62.5
2018,67.5
2019,50
