UF,MG
Cidade,MONTALVANIA
Nome Posto,JUVENILIA
Latitude,-14.265833333333333
Longitude,-44.157222222222224
Codigo,1444004
Qtd. Anos,56
Ano,Maxima
1964,63.2
1965,110.1
1966,104.5
1967,53.3
1968,176.8
1969,70.6
1970,47.2
1971,69.2
1972,61.8
1973,53.1
1974,83.1
1975,54
1976,75.8
1977,69.7
1978,70.6
1979,110.3
1980,58.6
1981,75.2
1982,61
1983,71
1984,7.7
1985,77.9
1986,129.1
1987,64.8
1988,80.3
1989,76.6
1990,56.2
1991,63
1992,115
1993,41.5
1994,53.4
1995,69.3
1996,35.1
1997,42.8
1998,51.2
1999,133.3
2000,103
2001,38.5
2002,79.5
2003,42.3
2004,106.5
2005,85.5
2006,74.2
2007,90.7
2008,70
2009,49.2
2010,73.5
2011,45
2012,110
2013,74
2014,80.8
2015,58.7
2016,107.4
2017,64.5
2018,90.8
2019,101.2
