UF,MG
Cidade,CAMPINA VERDE
Nome Posto,CAMPINA VERDE
Latitude,-19.542222222222225
Longitude,-49.48305555555556
Codigo,1949004
Qtd. Anos,70
Ano,Maxima
1941,55
1942,98
1943,60.1
1944,85.2
1945,86.2
1946,102
1947,91.3
1948,125
1949,85
1950,76.2
1951,83.8
1952,95.2
1953,69.5
1954,76.8
1955,85.6
1956,77
1957,64
1958,69
1959,108.3
1960,75.2
1961,64.4
1962,82.9
1963,32.2
1964,67.2
1965,110.6
1975,62.2
1976,123
1977,171.6
1978,90
1979,52.8
1980,78
1981,84
1982,85
1983,67
1984,85
1985,72.2
1986,80
1987,146
1988,70.2
1989,90.8
1990,65
1991,90.5
1992,75.4
1993,95.2
1994,75.3
1995,83.7
1996,107.6
1997,93.7
1998,131.5
1999,81.8
2000,65.7
2001,68.2
2002,90.3
2003,84.3
2004,131.2
2005,106.4
2006,59.7
2007,61.5
2008,98.3
2009,85.3
2010,59.5
2011,67.1
2012,86.5
2013,65.6
2014,98.3
2015,60.1
2016,64.5
2017,78.3
2018,79.2
2019,92.2
