UF,MG
Cidade,ALMENARA
Nome Posto,FAZENDA CAJUEIRO
Latitude,-16.12027777777778
Longitude,-40.739444444444445
Codigo,1640001
Qtd. Anos,45
Ano,Maxima
1975,82.3
1976,68
1977,42
1978,59
1979,89.1
1980,70.4
1981,69.2
1982,86
1983,59
1984,51.3
1985,125
1986,66
1987,65.3
1988,60
1989,34.4
1990,50
1991,40
1992,50
1993,30
1994,90
1995,117.7
1996,60.8
1997,118.3
1998,65.7
1999,91.8
2000,85.5
2001,68
2002,116.8
2003,78.6
2004,96.5
2005,78
2006,100.9
2007,93.4
2008,63.4
2009,66.1
2010,45.2
2011,44.6
2012,48
2013,64.4
2014,154.7
2015,93.7
2016,95
2017,61.3
2018,44
2019,28
