UF,MG
Cidade,PIAU
Nome Posto,PIAU
Latitude,-21.499444444444446
Longitude,-43.15361111111111
Codigo,2143022
Qtd. Anos,63
Ano,Maxima
1957,100
1958,96
1959,87
1960,78
1961,72
1962,98
1963,50
1964,100
1965,100
1966,90
1967,55.2
1968,96
1969,150
1970,54
1971,72.2
1972,63
1973,66
1974,67
1975,78
1976,81
1977,62.6
1978,62
1979,147
1980,108
1981,54
1982,100
1983,85
1984,123
1985,132
1986,71
1987,92.2
1988,67.4
1989,72.2
1990,66.2
1991,125
1992,91
1993,190
1994,92
1995,61.4
1996,84.4
1997,115.6
1998,144
1999,137.5
2000,83.7
2001,67.5
2002,72.9
2003,82.5
2004,95.1
2005,78.6
2006,65.3
2007,94.2
2008,74.5
2009,90.5
2010,52.9
2011,45.8
2012,53.3
2013,85.6
2014,45.5
2015,44.4
2016,64.5
2017,81
2018,66.5
2019,32.8
