UF,MG
Cidade,BUENOPOLIS
Nome Posto,ESTACAO DE CURIMATAI
Latitude,-17.99527777777778
Longitude,-44.17666666666666
Codigo,1744030
Qtd. Anos,37
Ano,Maxima
1983,50.2
1984,95.4
1985,57.3
1986,110.4
1987,52.3
1988,45.2
1989,67
1990,60.5
1991,58
1992,45
1993,61.2
1994,42
1995,25.3
1996,39.6
1997,39
1998,106.4
1999,37
2000,52
2001,38
2002,87.9
2003,43.2
2004,71
2005,53.1
2006,58.2
2007,61.5
2008,39
2009,53.1
2010,27
2011,65.6
2012,62.1
2013,61.2
2014,38.3
2015,62
2016,54.3
2017,84.4
2018,46.7
2019,52.3
