UF,MG
Cidade,DELFINOPOLIS
Nome Posto,DELFINOPOLIS
Latitude,-20.347777777777775
Longitude,-46.84583333333334
Codigo,2046009
Qtd. Anos,50
Ano,Maxima
1941,83.6
1942,60
1943,61.4
1944,88.4
1945,90.2
1946,72
1947,73.2
1948,100.4
1949,50.8
1950,93.2
1951,85
1952,60.4
1953,108
1954,50.2
1955,94
1956,49
1957,82
1958,74
1959,57.2
1960,99
1961,76.4
1962,75
1963,57.6
1964,76.5
1965,84.2
1995,69.6
1996,100
1997,197.2
1998,73.7
1999,57.6
2000,110
2001,61.2
2002,72.6
2003,64.8
2004,54
2005,54.8
2006,54.5
2007,58.2
2008,68
2009,76
2010,60.2
2011,83.7
2012,84.3
2013,64
2014,48.2
2015,68.6
2016,98.8
2017,62.5
2018,75.4
2019,67
