UF,MG
Cidade,CARMO DO CAJURU
Nome Posto,CARMO DO CAJURU
Latitude,-20.192222222222224
Longitude,-44.79361111111111
Codigo,2044003
Qtd. Anos,79
Ano,Maxima
1941,74.8
1942,86.2
1943,65.6
1944,70.6
1945,82.2
1946,66.6
1947,76.6
1948,81.2
1949,94.2
1950,106.2
1951,71.8
1952,67.9
1953,72.4
1954,47.3
1955,69.4
1956,56.2
1957,103.3
1958,59.1
1959,54.2
1960,79.4
1961,129
1962,73.1
1963,66.1
1964,91.2
1965,73.2
1966,91.1
1967,54.3
1968,78.5
1969,91.2
1970,75.4
1971,109.3
1972,71.1
1973,59.3
1974,102.3
1975,84
1976,56
1977,66.2
1978,81.2
1979,133
1980,79
1981,91.2
1982,70.2
1983,72
1984,60.4
1985,79.4
1986,87
1987,96
1988,55
1989,114.2
1990,41.6
1991,100.8
1992,73.8
1993,74.8
1994,93.2
1995,109.2
1996,42.2
1997,37.7
1998,100.5
1999,63.1
2000,65.5
2001,77.5
2002,50.6
2003,98.7
2004,153.8
2005,71
2006,70.6
2007,71.7
2008,118.9
2009,80.9
2010,57.8
2011,64.5
2012,160.9
2013,84.1
2014,81.8
2015,168.5
2016,61
2017,44
2018,72
2019,122.5
