UF,MG
Cidade,JACUTINGA
Nome Posto,JACUTINGA
Latitude,-22.288611111111113
Longitude,-46.619166666666665
Codigo,2246052
Qtd. Anos,61
Ano,Maxima
1941,65.7
1942,53
1943,73
1944,70.4
1945,58.8
1946,63.6
1947,77
1948,92.3
1950,70.8
1951,50.4
1952,92
1953,92
1954,29
1966,70
1973,73
1974,83
1975,93
1976,81
1977,78
1978,63.2
1979,56
1980,78
1981,75
1982,91.6
1983,125
1984,66.5
1985,50
1986,90.6
1987,100.9
1988,62.6
1989,110
1990,61.9
1991,79.4
1992,66.7
1993,45
1994,67.4
1995,77.9
1996,85.5
1997,313
1998,68.7
1999,57.3
2000,166.9
2001,66.2
2002,86.8
2003,50.2
2004,62.1
2005,61
2006,118
2007,74.7
2008,86.2
2009,72.2
2010,74.3
2011,62.4
2012,67.3
2013,64.2
2014,55.3
2015,54.1
2016,86
2017,73.3
2018,104.5
2019,83.5
