UF,MG
Cidade,GUARACIABA
Nome Posto,USINA DA BRECHA
Latitude,-20.516666666666666
Longitude,-43.016666666666666
Codigo,2043025
Qtd. Anos,61
Ano,Maxima
1959,39.6
1960,81.2
1961,92.2
1962,94
1963,61
1964,63.5
1965,53.2
1966,62.8
1967,103.2
1968,82.4
1969,70.2
1970,71.6
1971,56
1972,60.4
1973,87.4
1974,71
1975,112.4
1976,72.2
1977,89
1978,99.2
1979,79.4
1980,81.2
1981,73.1
1982,149.2
1983,77.3
1984,98.7
1985,72.8
1986,45.2
1987,87.6
1988,74
1989,86.6
1990,46.4
1991,93.8
1992,100.3
1993,125
1994,118.8
1995,77
1996,58
1997,140
1998,56
1999,75
2000,72.4
2001,91.4
2002,77.8
2003,54
2004,96.2
2005,81
2006,61
2007,47.2
2008,98.7
2009,84.2
2010,98.5
2011,72.2
2012,82.4
2013,106.5
2014,80.7
2015,56.6
2016,88.5
2017,83
2018,57.6
2019,75.1
