UF,MG
Cidade,PRESIDENTE OLEGARIO
Nome Posto,PRESIDENTE OLEGARIO
Latitude,-18.412499999999998
Longitude,-46.42222222222222
Codigo,1846005
Qtd. Anos,46
Ano,Maxima
1974,52.6
1975,98.6
1976,80.1
1977,81
1978,147.2
1979,111.2
1980,80.2
1981,69
1982,106.2
1983,129.3
1984,70
1985,84.1
1986,100.2
1987,62.1
1988,119.5
1989,80.2
1990,98.4
1991,74.3
1992,101.6
1993,118
1994,161.5
1995,74.7
1996,79
1997,89.5
1998,67
1999,107.3
2000,92.2
2001,98
2002,121.4
2003,67.5
2004,100.5
2005,74.8
2006,85.3
2007,58.4
2008,95.6
2009,64.8
2010,72.5
2011,170
2012,65.6
2013,49.7
2014,134
2015,138.3
2016,61.4
2017,84
2018,80
2019,80
