UF,MG
Cidade,POUSO ALEGRE
Nome Posto,POUSO ALEGRE
Latitude,-22.244722222222222
Longitude,-45.959722222222226
Codigo,2245077
Qtd. Anos,75
Ano,Maxima
1941,42.1
1942,57.5
1943,75.5
1944,39.8
1945,88.7
1946,49.5
1947,70.8
1948,72
1949,41.2
1950,58.2
1951,51.2
1952,50.2
1953,52.3
1954,61.4
1955,109.2
1956,52.2
1957,63.4
1958,46.6
1959,64
1960,57.8
1961,75.4
1962,83.4
1963,64.2
1964,251
1965,102.2
1966,125
1967,79
1968,66.2
1969,77.2
1970,79.1
1971,64.2
1972,64.4
1973,64.7
1974,56.8
1975,63.8
1976,66.7
1977,61.5
1978,99.8
1979,87.3
1980,96.4
1981,84.4
1982,90.6
1983,83.1
1984,56.6
1985,76.6
1986,73.4
1987,43.4
1988,70.6
1989,75
1990,50.1
1991,71
1992,47.1
1993,91
1994,20.2
1995,52.3
1996,50.2
1997,46.2
1998,56.5
1999,64.2
2000,104.3
2001,43.8
2002,60.1
2007,50.4
2008,74.3
2009,89.3
2010,82.1
2011,96.1
2012,59
2013,54.9
2014,48.5
2015,57.5
2016,102.9
2017,44.9
2018,53.5
2019,80.5
