UF,MG
Cidade,SANTO HIPOLITO
Nome Posto,SANTO HIPOLITO
Latitude,-18.30611111111111
Longitude,-44.225833333333334
Codigo,1844001
Qtd. Anos,79
Ano,Maxima
1941,63
1942,63.3
1943,167.4
1944,47.2
1945,58.2
1946,66.6
1947,103
1948,110
1949,65.2
1950,72
1951,90.6
1952,88.2
1953,38
1954,51.3
1955,62.2
1956,44
1957,55
1958,45.2
1959,54.3
1960,92.3
1961,83
1962,75.4
1963,45.8
1964,70.2
1965,78.2
1966,63.8
1967,39.4
1968,62
1969,91.2
1970,66.8
1971,55.2
1972,78.4
1973,65.3
1974,50.1
1975,51.4
1976,61
1977,126
1978,87.2
1979,71
1980,77
1981,84.2
1982,56
1983,123
1984,52.4
1985,59.9
1986,74.6
1987,78.3
1988,55.9
1989,60.5
1990,60.7
1991,60
1992,57.6
1993,51.8
1994,61.8
1995,77.7
1996,107.3
1997,80
1998,45.3
1999,52.7
2000,75.6
2001,55
2002,106
2003,49.3
2004,96.4
2005,75.3
2006,51
2007,89.1
2008,93.1
2009,76.2
2010,46.2
2011,66.4
2012,54.7
2013,64.5
2014,70.6
2015,74.7
2016,65.2
2017,64.9
2018,70.5
2019,91.5
