UF,MG
Cidade,CARMO DO PARANAIBA
Nome Posto,CARMO DO PARANAIBA
Latitude,-19.003333333333334
Longitude,-46.30611111111111
Codigo,1946022
Qtd. Anos,79
Ano,Maxima
1941,76
1942,68.5
1943,84
1944,69
1945,87
1946,37.9
1947,45
1948,22.5
1949,62.8
1950,73
1951,73.8
1952,88.6
1953,62.2
1954,72.4
1955,67
1956,63.6
1957,82
1958,53
1959,71.4
1960,72
1961,94
1962,100.5
1963,64
1964,55
1965,107.8
1966,115.6
1967,80.4
1968,59.1
1969,87.4
1970,83.4
1971,63.6
1972,66.6
1973,85
1974,39
1975,63.8
1976,63.2
1977,49.1
1978,71
1979,50.4
1980,96
1981,94.6
1982,156.1
1983,98.3
1984,46.2
1985,78
1986,77.2
1987,77.8
1988,41
1989,777.7
1990,62.2
1991,66.6
1992,129
1993,48
1994,56.8
1995,39.6
1996,63.2
1997,67
1998,56.7
1999,148.5
2000,116.1
2001,87.5
2002,72.4
2003,66.9
2004,96
2005,53.3
2006,62
2007,85.2
2008,84.6
2009,55.7
2010,96
2011,86.7
2012,62.9
2013,66.2
2014,96.3
2015,81.7
2016,116.5
2017,56.1
2018,100.2
2019,68
