UF,MG
Cidade,PEDRO LEOPOLDO
Nome Posto,PEDRO LEOPOLDO
Latitude,-19.634444444444444
Longitude,-44.05333333333333
Codigo,1944009
Qtd. Anos,79
Ano,Maxima
1941,72.2
1942,57.2
1943,53.9
1944,76
1945,64.2
1946,70
1947,61.3
1948,52.3
1949,130
1950,79
1951,122
1952,67.8
1953,56.3
1954,72
1955,79
1956,100
1957,60
1958,51
1959,50
1960,65
1961,74
1962,80
1963,58
1964,64
1965,81
1966,102.2
1967,65
1968,90
1969,145
1970,95
1971,113
1972,60.6
1973,60.2
1974,68
1975,69
1976,134.6
1977,54.8
1978,40
1979,94.2
1980,69
1981,56.2
1982,74.2
1983,68.2
1984,79
1985,104
1986,58.4
1987,49.5
1988,67.5
1989,87.3
1990,85.3
1991,89
1992,90.8
1993,97.6
1994,102
1995,131.6
1996,93.8
1997,90.3
1998,69.1
1999,90.8
2000,120.5
2001,71.1
2002,74.1
2003,95.1
2004,83
2005,89.5
2006,66.7
2007,99.9
2008,73.8
2009,69.2
2010,82.6
2011,71.9
2012,106
2013,76.4
2014,56.6
2015,54.2
2016,130.5
2017,68.3
2018,57.5
2019,83.8
