UF,MG
Cidade,MORRO DO PILAR
Nome Posto,MORRO DO PILAR
Latitude,-19.217499999999998
Longitude,-43.37416666666667
Codigo,1943025
Qtd. Anos,75
Ano,Maxima
1945,251.9
1946,76
1947,83
1948,90.3
1949,74.2
1950,100.7
1951,97
1952,78.6
1953,75.2
1954,92.4
1955,86.2
1956,74
1957,102
1958,100.5
1959,100.6
1960,95.6
1961,97
1962,123
1963,77.4
1964,110
1965,87
1966,84
1967,100.2
1968,125
1969,60.3
1970,83
1971,80
1972,72
1973,84
1974,79.1
1975,107.5
1976,71
1977,131
1978,257.4
1979,89
1980,120
1981,89
1982,117
1983,72.6
1984,64
1985,88
1986,66.2
1987,130.5
1988,90
1989,176.2
1990,69.4
1991,74.2
1992,110.8
1993,113.1
1994,76.6
1995,144.5
1996,96.7
1997,84.7
1998,93
1999,77
2000,101
2001,95.2
2002,79.4
2003,111.2
2004,143
2005,113.2
2006,75.3
2007,95.7
2008,89
2009,88.3
2010,97.2
2011,113.8
2012,75.2
2013,169
2014,59.3
2015,71.2
2016,128.6
2017,89.1
2018,84.9
2019,128.2
