UF,MG
Cidade,SAO VICENTE DE MINAS
Nome Posto,SAO VICENTE DE MINAS
Latitude,-21.699166666666667
Longitude,-44.43888888888888
Codigo,2144010
Qtd. Anos,74
Ano,Maxima
1941,48.2
1942,62.6
1943,61.2
1944,57.4
1945,62
1946,53.3
1952,81
1953,68.8
1954,58.2
1955,70.4
1956,72
1957,54.8
1958,50.8
1959,72.4
1960,68.6
1961,75.4
1962,63.4
1963,39.4
1964,100
1965,67.4
1966,93.2
1967,80.4
1968,61
1969,110.8
1970,70.8
1971,63.6
1972,50.6
1973,50.4
1974,51.2
1975,65
1976,61.8
1977,77.8
1978,74.6
1979,72.8
1980,61.2
1981,72
1982,60.4
1983,90
1984,68
1985,113
1986,76
1987,73.3
1988,56.2
1989,47
1990,45.9
1991,130
1992,77
1993,58
1994,71
1995,86
1996,80
1997,80
1998,90
1999,142
2000,112.6
2001,74.4
2002,81.4
2003,59.6
2004,140
2005,68.2
2006,67.5
2007,59.2
2008,88.2
2009,94.5
2010,78.5
2011,126.6
2012,67
2013,93.5
2014,48.7
2015,91
2016,85
2017,66.3
2018,55.3
2019,53.5
